VILLAGE_NAME_ENGLISH,PH,EC,Organinc Carbon,PHOSPHOROUS,POTASH,CALCIUM_CARBONATE,FERROUS,MANAGESE,ZINK,COPPER,Total Rating Value
SHIRATI,7.79,0.69,0.48,35.6,353,15.2,7,7.3,0.1,2.5,429.66
SHIRATI,7.7,0.75,0.3,30.13,269,12.8,9.3,7.3,0.4,1.9,339.58
SHIRATI,7.65,0.62,0.9,47.7,504,15.2,7.7,8.8,0.4,1.6,594.57
UDGAON,7.68,1.05,0.63,47.7,459,10.4,6.3,10.4,0.6,1.1,544.86
JAMBHALI,7.64,0.33,0.84,59.35,1030,15.6,10.2,11.6,1.9,1.9,1139.36
JAMBHALI,7.45,0.56,0.69,80.58,829,6.4,10.3,12,1,2.2,950.18
JAMBHALI,7.48,0.65,0.84,72.82,974,8.4,10.4,11.6,1,1.3,1088.49
JAMBHALI,7.35,0.95,0.63,70.99,1075,6.8,12.7,14,1.7,1.1,1191.22
JAMBHALI,7.4,0.79,0.42,89.02,941,4.8,12.4,13.1,1.1,1.8,1071.83
SHIROL,7.65,0.38,0.81,84.46,459,6.8,12.6,10.4,0.8,7.7,590.6
SHIROL,7.38,0.74,0.66,12.33,605,8.8,11.15,10.9,1.4,7.7,666.06
SHIROL,7.3,24,0.96,93.81,414,13.6,20.8,5.7,0.7,4.4,585.27
SHIROL,7.42,0.86,0.66,67.11,437,8.4,4.3,9.1,1,6.8,542.65
JAMBHALI,7.29,0.42,0.6,44.5,666,6.8,2,6.4,0.8,6.2,741.01
SHIROL,7.58,0.89,0.33,40.6,706,11.2,6.7,9.2,0.9,5.5,788.9
NANDANI,7.6,0.42,0.91,20.4,952,4.4,24,20.6,3.3,11.5,1045.13
NANDANI,7.6,0.37,1.11,70,627,4.8,8.2,9.6,2,9.5,740.18
NANDANI,7.6,0.37,1.09,28,627,4.8,8.2,9.6,2,9.5,698.16
SHIRGUPPI,7.84,2.19,0.57,13.6,482,9.6,12.4,12.5,1.8,9.8,552.3
CHAND-SHIRADWAD,7.4,0.18,0.44,14.2,347,5.2,21.9,18.2,2.7,7.5,424.72
JAMBHALI,7.48,0.32,1.14,28.8,773,5.6,3.2,8.4,1.8,9.4,839.14
JAMBHALI,7.48,0.36,0.72,44.5,515,6,3,4.8,1.4,9.4,592.66
RAJAPUR,7.65,0.48,0.45,49.5,582,10,6.9,0.8,0.4,2,660.18
RAJAPUR,7.59,0.64,0.66,47.7,538,8.4,8.1,7.6,0.9,4.8,624.39
RAJAPUR,7.72,0.44,0.87,35.6,515,7.6,11.3,6.1,0.5,4.8,589.93
RAJAPUR,7.78,0.38,0.81,49.5,498,14.8,16,8.7,0.7,8.9,605.57
RAJAPUR,7.75,0.42,0.57,57.3,470,13.6,14.5,9.4,1.3,8.2,583.04
RAJAPUR,7.48,0.61,1.05,40.6,504,14.8,5.8,6.3,0.2,4,584.84
DATTANAGAR ,8,0.36,0.99,16,650,11.2,2.9,5.9,0.4,5.1,700.85
SHIROL,7.24,0.24,0.9,56,762,3.6,7.8,7.2,0.22,3.3,848.5
SHIROL,7.75,0.31,0.81,38,571,9.6,6.4,6.8,0.26,5,645.93
SHIROL,7.8,0.3,0.75,58,538,9.6,6.3,17.5,0.3,3.9,642.45
SHIRGUPPI,7.42,0.8,0.84,28,560,4.6,4.5,3.5,0.64,1.4,611.7
DATTANAGAR ,7.78,0.68,0.6,42,862,14,12.7,12.2,0.9,8.6,961.46
DATTANAGAR ,7.42,0.26,0.72,44.5,728,3.6,19.4,18.1,1.1,7.5,830.6
RAJAPUR,7.6,0.72,0.78,16.25,470,7.6,7.5,4.8,0.8,6.4,522.45
RAJAPUR,7.42,0.42,0.63,67.11,582,6,21.4,16.4,1,5.7,708.08
AKIWAT,7.6,0.48,0.57,24.65,515,12,20.5,14.9,0.2,4,599.9
RAJAPUR,7.59,0.35,0.54,35.61,504,10,20.1,13.6,4,5.2,600.99
BORGAON,7.32,0.44,0.42,31.5,392,4,21.7,17.2,0.3,8.3,483.18
KURUNDWAD,7.1,0.18,0.72,141.4,493,3.6,23,14.1,1.1,3.9,688.1
KURUNDWAD,7.08,0.29,0.66,84.46,470,2,22.1,15.2,0.2,3.5,605.49
BORGAON,7.29,0.35,0.87,96.1,829,3.6,21.2,13.6,0.6,2.7,975.31
BORGAON,7.25,0.42,0.42,32.87,694,3.6,21.7,15.9,0.6,3.9,780.66
BORGAON,7.62,0.32,0.72,14.15,493,12,21.4,12.9,0.2,4,566.31
BORGAON,7.65,0.36,0.69,32.87,538,12,19.2,12.5,0.2,4.5,627.97
SHIRDHON,7.5,0.48,0.9,20.54,515,4.8,24.3,16.1,0.6,4.5,594.72
MANGAVATI,7.5,0.45,0.48,28.7,493,4.4,14.5,9.1,0.2,5.7,564.03
SHAHAPUR,7.62,0.48,0.62,55.47,874,12.4,11.6,6.2,0.9,5.3,974.59
MANGAVATI,7.5,0.78,1.05,82.63,795,8,15.5,8.7,1.1,7.8,928.06
MANGAVATI,7.45,0.68,0.57,39.26,750,6.4,16.1,10.7,0.8,8.8,840.76
MANGAVATI,7.55,0.48,0.66,25.02,616,8.8,15.6,9.4,0.9,6.3,690.71
BORGAON,7.45,0.64,0.78,35.61,806,7.6,13.4,14.3,1.1,7.1,893.98
ARJUNWAD,7.42,0.75,0.57,98.38,795,7.6,13.7,12.6,1.1,8,945.12
ARJUNWAD,7.62,1.89,0.63,80.58,526,6,13.9,11.3,0.4,6.9,655.22
ARJUNWAD,7.26,0.75,0.48,60.94,1008,14.4,7.2,6.8,0.5,3.3,1109.63
ARJUNWAD,7.32,0.67,0.51,130,616,11.2,11.7,8.6,1.7,7.3,795
ARJUNWAD,7.3,0.78,0.39,72.82,913,13.6,8.8,9.3,0.7,5.3,1031.99
ARJUNWAD,7.32,0.45,0.36,93.81,706,6.4,13.5,11.8,0.9,6.5,847.04
ARJUNWAD,7.3,0.48,0.48,67.11,890,6.4,10.7,9.4,0.3,6.5,998.67
ARJUNWAD,7.35,0.35,0.51,57.29,1053,8.8,9.7,12.4,0.6,7.5,1157.5
ARJUNWAD,7.38,0.45,0.63,55.47,414,8.4,10.8,7.3,0.8,6.4,511.63
ARJUNWAD,7.35,0.37,0.78,51.54,582,8.4,11.2,6.7,3.8,6.8,678.94
ARJUNWAD,7.28,0.6,0.87,49.53,941,8.4,10.5,14.7,0.6,5.3,1038.78
ARJUNWAD,7.36,0.55,0.84,59.35,918,5.6,10.4,14,0.8,5.5,1022.4
ARJUNWAD,7.35,0.48,0.92,53.41,571,5.6,10.3,6.7,0.7,4.4,660.86
ARJUNWAD,7.28,0.68,0.6,98.38,1075,5.6,17.3,9.1,1.1,8.1,1223.14
ARJUNWAD,7.22,0.75,0.45,96.1,1120,7.2,8.3,8.8,3.5,5.4,1257.72
ARJUNWAD,7.3,0.5,0.75,89.02,918,6.4,9,8.7,1.4,6.5,1047.57
ARJUNWAD,7.38,0.35,0.9,82.63,582,4.4,10.2,9.1,0.8,5.6,703.36
ARJUNWAD,7.42,0.26,1.02,43.14,526,4.8,10.7,6.2,0.1,3.2,602.84
ARJUNWAD,7.45,0.3,0.63,53.41,627,4.4,13.3,10.2,0.6,6.5,723.79
ARJUNWAD,7.3,0.28,0.51,65.06,549,5.2,14,10.8,0.8,7.4,660.35
ARJUNWAD,7.32,0.39,0.36,55.47,594,5.2,8.3,8.4,1.1,5.5,686.04
ARJUNWAD,7.28,0.49,0.72,74.87,1075,8.4,11.2,10.7,1.1,6.5,1196.26
ARJUNWAD,7.4,0.32,0.9,72.82,711,8,11.4,9.3,0.8,7.1,829.04
ARJUNWAD,7.45,0.3,0.81,28.76,750,6.8,11.7,8.8,0.5,4.3,819.42
ARJUNWAD,7.42,0.38,0.69,74.87,700,6,10.6,9.2,1.3,6.5,816.96
ARJUNWAD,7.5,0.37,0.78,53.41,605,7.6,11.1,9.8,1.1,6.5,703.16
ARJUNWAD,7.4,0.45,0.84,18.94,1120,7.2,8.8,8.7,0.6,5.5,1178.43
ARJUNWAD,7.38,0.5,0.69,80.58,851,9.6,10.3,15.5,0.5,5.9,981.95
ARJUNWAD,7.36,0.35,1.02,72.82,706,8,11.7,10.9,0.6,6.4,825.15
ARJUNWAD,7.5,0.25,0.72,61.17,470,10,10.3,6.4,0.8,5.9,573.04
ARJUNWAD,7.29,0.45,0.69,78.75,997,6.4,15.4,16.6,2.6,6.8,1131.98
ARJUNWAD,6.7,1.98,0.89,130,1120,4.4,10.5,22.2,1.5,7.2,1305.37
ARJUNWAD,7.25,0.82,0.72,55.47,728,6.4,12.7,12.4,1.6,6.4,831.76
ARJUNWAD,7.35,0.4,1.05,35.98,470,5.6,15.4,10.9,0.6,6.4,553.68
SHIRDHON,7.4,0.35,0.81,68.94,694,5.6,15.6,11.9,0.3,5.6,810.5
SHIRDHON,7.22,0.38,0.92,65,515,5.2,16.5,12.2,1.1,5.5,629.02
SHIRDHON,7.5,0.46,0.9,55.47,638,6,6.3,5,1.2,3.2,724.03
SHIRDHON,7.44,0.35,0.72,42,706,13.6,6.7,6.7,0.1,3.2,786.81
SHIRDHON,7.55,0.35,0.84,16.39,650,14.8,9,7.2,0.1,3.6,709.83
SHIRDHON,7.59,0.34,1.02,7.98,515,14.4,9,5.5,0.1,4.4,565.33
SHIRDHON,7.32,0.42,0.9,80.58,549,12.8,15.8,12,1.1,5.3,685.22
SHIRDHON,7.4,0.35,0.6,55.47,510,5.2,8.8,6.5,0.2,3.4,597.92
NANDANI,7.48,0.28,0.72,53.41,437,6.8,9.9,10.2,0.7,5.2,531.69
NANDANI,7.5,0.26,0.63,39.76,493,5.6,10.8,6.6,1,4.6,569.75
NANDANI,7.48,0.35,0.72,28.76,515,6,9.2,6.8,0.3,4.3,578.91
SHIROL,7.55,0.76,0.72,49.53,1120,7.2,12.7,7.7,0.9,7.4,1214.46
JAMBHALI,7.2,0.88,1.44,59.35,1120,5.6,9.9,18.7,1.2,6.8,1231.07
JAMBHALI,7.3,0.29,0.96,117.1,1120,6,5.6,8.6,2.1,4.9,1272.85
JAMBHALI,7.2,0.49,0.99,130,997,10,9.5,12,1.7,6,1174.88
UDGAON,7.28,5.3,0.87,96.1,717,14.8,3.4,6.8,1,4.6,857.15
ARJUNWAD,7.38,0.55,0.96,93.1,997,6.4,10,6.1,1.4,5.9,1128.79
SHIROL,7.4,0.78,0.72,39.2,717,12,39,2.5,0.7,4.3,823.6
SHIRATI,7.38,0.33,0.66,105.46,571,6,14.9,7.1,0.6,6.8,720.23
SHIRATI,7.5,0.74,1.08,49.53,605,14,2.8,6.3,0.8,4.1,691.85
UDGAON,7.6,0.39,0.66,96.1,806,16,4.8,6.1,1.2,5.6,944.45
JAMBHALI,7.38,0.36,0.99,114.8,605,7.6,15.7,10.5,0.5,6.1,768.93
JAMBHALI,7.48,0.34,0.78,98.38,571,5.2,9.5,6,0.4,3.8,702.88
ARJUNWAD,7.32,0.46,0.97,114.8,1098,7.6,10.8,8.4,1.2,6.8,1256.35
SHIRATI,7.4,0.64,1.02,55.47,538,6,9.3,11.1,1.1,6.1,636.13
SHIRATI,7.39,0.55,0.66,93.81,694,7.2,10.5,7.3,1.2,6.7,829.31
SHIRATI,7.28,0.68,0.69,93.8,728,8,9.4,11.5,3.5,5,867.85
JAMBHALI,7.15,0.82,1.17,141.4,1120,6,12.7,19.1,2,8.2,1318.54
SADALGA,7.29,0.46,0.96,103.18,358,7.2,17.9,16.1,1.2,6.1,518.39
SADALGA,7.4,0.5,0.99,84.46,627,16,3.2,6.9,0.6,3.2,750.25
SADALGA,7.39,0.4,0.69,61.17,392,6.4,11.5,9.2,0.6,5.6,494.95
NANDANI,7.48,0.48,0.69,141.4,504,9.6,9.6,4.8,0.4,4.3,682.75
NANDANI,7.58,0.42,0.84,141.4,414,13.6,7.9,3.5,0.4,3.1,592.74
SHIRDHON,7.32,0.44,0.81,141.4,801,12.8,7.4,6.5,1.3,3.7,982.67
SHIRDHON,7.3,0.48,0.9,84.46,582,5.6,12.1,8.3,0.3,5.3,706.74
SHIRDHON,7.25,0.35,0.57,59.35,526,4.8,14.7,9.1,1.9,5.4,629.42
SHIRDHON,7.26,0.45,0.48,86.74,638,4.4,13.6,10.8,0.3,5.3,767.33
SHIRDHON,7.45,0.46,0.45,82.63,605,12.8,7.9,4.6,0.4,3.1,724.79
SHIRDHON,7.32,0.55,0.6,86.74,890,10.4,8.4,6.1,2,4.3,1016.41
SHIRDHON,7.28,0.38,0.51,61.17,605,5.6,15,11.9,1.6,6.5,714.94
NANDANI,7.3,0.28,0.45,89.02,750,6.4,11.6,6.1,0.8,4.3,876.25
SHIRDHON,7.29,0.32,0.9,89.02,773,9.6,7.4,5.4,0.6,4.4,897.93
SHIRDHON,7.38,0.28,1.02,70.99,510,6,7.3,5.8,0.8,4.1,613.67
SHIRDHON,7.42,0.44,0.81,80.58,549,6,14.7,7.3,1,6.2,673.45
SHIRDHON,730,0.36,0.42,100.66,997,5.2,10.9,6.1,0.6,4.6,1855.84
SHIRDHON,7.4,0.42,0.84,87.7,801,13.6,5.6,4.5,1.1,3.1,925.26
SHIRDHON,7.48,0.4,0.9,63.23,666,13.6,4.1,3.1,0.8,2.2,761.81
SHIRDHON,7.3,0.38,1.05,67.11,571,6.8,16.9,11.4,0.6,5.5,688.04
SHIRDHON,7.32,0.26,0.6,24.65,582,7.2,10.3,8,0.6,4.4,645.33
SHIRDHON,7.3,0.58,0.42,42,706,6,7.3,7.4,0.1,3.1,780.2
SHIRDHON,7.38,0.3,0.72,35.61,504,6,10.1,5.6,0.1,3.1,572.91
KURUNDWAD,7.32,0.47,0.69,38.12,515,7.6,8.5,5.9,0.6,4.6,588.8
KURUNDWAD,7.38,0.43,0.9,78.75,510,10.4,7.1,5.4,0.5,4.3,625.16
AKIWAT,7.4,0.45,0.94,38.12,470,9.2,7,5.3,0.7,4.2,543.31
KURUNDWAD,7.26,0.38,0.81,86.74,515,6,10.2,10.8,1.1,4.1,642.39
KURUNDWAD,7.35,0.45,0.72,61.17,526,6.8,8.7,8.8,1.3,4.2,625.49
KURUNDWAD,7.32,0.36,0.94,70.99,498,7.2,9.4,9.3,1.1,4.3,608.91
KURUNDWAD,7.5,0.46,0.69,65.06,493,12.8,8.8,4.7,0.4,4,597.41
TERWAD,7.32,0.55,0.54,30.13,582,4.4,8.7,10.3,0.6,6.6,651.14
SHIRDHON,7.3,0.33,0.57,76.7,538,6.4,10,11.8,1.3,5.4,657.8
TERWAD,7.28,0.3,0.63,84.46,493,5.6,6.1,10.1,1.3,4.5,613.27
SHIRDHON,7.55,0.36,0.51,27.39,470,12.4,4.8,6.3,0.4,5.2,534.91
TERWAD,7.62,0.35,0.81,39.26,403,14,5.3,3.8,0.1,4.4,478.64
AKIWAT,7.48,0.42,0.72,55.47,538,7.6,8.5,9.5,1.3,4.6,633.59
TERWAD,7.38,0.41,0.69,47.7,510,7.6,9,10.2,1.5,4.7,599.18
TERWAD,7.35,0.52,0.54,51.59,526,6.8,9.1,9,1.3,4.3,616.5
TERWAD,6.88,0.38,0.81,65.26,549,5.6,14.6,10.2,0.9,4.4,658.03
KURUNDWAD,6.78,0.35,0.72,68.94,594,7.6,8.8,11.3,1.1,4.6,704.19
KURUNDWAD,6.88,0.41,0.6,44.51,538,6.8,9.7,8.9,0.9,4.3,621
TERWAD,7.25,0.64,0.48,17.8,381,13.2,5.4,4.3,0.3,4.6,434.97
KURUNDWAD,7.3,0.62,0.51,36.73,515,5.6,8.6,9.7,1.4,4.6,590.06
TERWAD,7.49,0.48,0.72,32.87,347,13.2,4.4,3,0.3,4.6,414.06
KURUNDWAD,7.5,0.62,0.48,39.26,403,12.8,5.3,5.2,0.6,5.6,480.36
KURUNDWAD,7.32,0.54,0.63,70.99,515,6,9,11.2,1.2,4.6,626.48
TERWAD,7.29,0.58,0.54,57.29,459,6.4,10.3,11.9,1.4,6.1,560.8
TERWAD,7.28,0.57,0.51,57.29,549,6.8,8.7,11.9,1.2,5.4,648.65
KURUNDWAD,7.22,0.48,0.51,55.47,549,6,8.9,12.4,1.3,5.4,646.68
DATTANAGAR ,7.28,0.45,0.48,86.24,890,4.8,14,8.9,1.2,8.2,1021.55
KURUNDWAD,7.55,0.45,0.6,70.99,549,5.6,10.7,4.7,0.6,7.5,657.69
KURUNDWAD,7.58,0.48,0.57,141.4,470,8.8,3.6,2.8,0.2,5.9,641.33
DHARANGUTTI,7.66,0.58,0.81,18.12,515,13.6,7.3,17.1,0.2,11.2,591.57
DHARANGUTTI,7.59,0.55,0.69,20.34,470,13.2,8.6,15,1.3,11.5,548.77
DHARANGUTTI,7.62,0.52,0.84,28.76,711,12,17.2,22.3,1,14.2,815.44
DHARANGUTTI,7.68,0.38,0.69,38.12,605,6.8,8.3,16.5,0.7,12.5,696.67
DHARANGUTTI,7.58,0.65,0.54,30.12,515,12.8,6.3,16.1,0.5,11.1,600.69
DHARANGUTTI,7.62,0.64,0.72,32.87,666,12.8,9.7,20.5,0.2,13.3,764.35
DHARANGUTTI,7.6,0.59,0.84,36.75,381,13.6,8.8,17.3,0.7,11.7,478.88
DHARANGUTTI,7.65,0.56,0.78,70.99,336,11.6,8.9,22.1,1.6,9.2,469.38
DHARANGUTTI,7.56,0.7,0.81,36.75,207,13.2,8.3,21.5,0.5,11.5,307.82
DHARANGUTTI,7.58,1.1,0.69,84.46,498,5.6,18.3,27.9,1,12.5,657.13
DHARANGUTTI,7.56,0.75,0.81,43.14,459,8.4,11.3,21.3,2.2,13.3,567.76
SHIROL,7.52,0.85,0.54,42,493,12.8,7.1,18.7,0.2,7.9,590.61
SHIROL,7.6,0.62,0.81,47.7,538,9.2,7.5,17,1.8,10.7,640.93
DHARANGUTTI,6.88,0.35,0.48,24.65,403,8.4,4.9,3.6,0.4,2.5,455.16
SHIRATI,7.08,0.35,0.84,119.4,717,6.4,8.6,13.4,1.1,6.7,880.87
SHIROL,7.3,0.28,0.84,27.39,414,9.2,7,10.2,0.7,6,482.91
DHARANGUTTI,7.38,0.22,0.78,108,570,6.4,6.4,8.1,0.8,4,712.08
DHARANGUTTI,7.45,0.21,0.81,101,515,5.6,7.2,9.1,0.9,4,651.27
JAMBHALI,7.3,0.38,0.81,55.47,381,6.8,9.3,12.7,0.2,5.1,479.06
SHIRATI,7.45,0.5,0.99,7.98,291,9.2,4.9,6.8,0.4,4.6,333.82
SHIROL,7.42,0.25,0.92,78.75,571,8.4,5.9,8,0.3,5.6,686.54
AKIWAT,7.4,0.69,0.97,39.26,381,9.2,5.2,8.5,0.9,5.1,458.22
SHIROL,7.45,0.38,0.96,67.11,511,8.4,6.4,10.6,0.5,6.2,619
JAMBHALI,7.5,0.35,0.81,16.39,414,10.4,4.2,11.2,0.3,7.2,472.35
DHARANGUTTI,7.5,0.28,0.84,78.75,353,6,6.2,7.3,0.8,3.9,464.57
SHIRATI,7.4,0.35,1.02,96.1,504,8,9.6,11.4,1.6,7.7,647.17
DHARANGUTTI,7.3,0.66,0.93,101,694,10,9,9.6,1.3,9.2,842.99
SHIRATI,7.48,0.3,0.78,130,381,7.2,8.7,8.6,2.2,7.1,553.36
SHIROL,7.89,0.45,0.69,49.53,437,10.4,5.5,3,0.6,4.3,519.36
SHIROL,7.58,1.88,0.81,84.46,706,12.4,5.4,8.1,1.1,5.3,833.03
SHIROL,7.8,0.8,0.72,55.47,493,9.6,4.9,3,0.9,4.3,580.49
SHIROL,7.58,0.89,0.54,112.3,504,7.6,6.1,10,3,9.1,661.11
SHIROL,7.59,0.48,0.51,55.47,515,6,5.8,10.3,2.9,9.2,613.25
SHIROL,7.46,1.35,0.48,89.02,711,11.6,5.6,7.3,0.7,5,839.51
SHIROL,7.5,1.58,0.54,76.7,666,12.4,6.5,10.3,0.7,4.9,787.12
SHIROL,7.52,1.26,0.57,91.53,706,12.4,5.7,7.5,0.8,4.9,838.18
SHIROL,7.82,0.43,0.64,49.53,358,10.4,6,2.6,0.3,4.4,440.12
SHIROL,7.6,0.78,0.69,61.17,605,12.4,6.4,11,0.9,5.9,711.84
SHIROL,7.58,0.68,0.81,84.66,549,8.4,6.7,12.1,2.8,8.8,681.53
SHIROL,7.52,1.49,0.92,96.1,706,12,5.2,8.7,0.8,5.6,844.33
SHIROL,7.78,0.48,0.84,49.53,459,10.8,5.8,3,0.2,4.2,541.63
SHIRATI,7.72,0.4,1.02,12.33,538,7.2,11.8,10.3,0.6,8.4,597.77
SHIRATI,7.7,0.44,0.81,47.7,515,7.6,11.3,9.3,0.3,8.4,608.55
SHIRATI,7.6,0.54,0.9,47.7,515,11.6,8.1,9.2,0.4,10.3,611.34
SHIRATI,7.58,0.49,0.78,44.51,582,15.2,11.4,10.6,0.4,7.5,680.46
SHIRATI,7.62,0.52,0.74,55.47,773,15.2,8.7,11.4,0.2,5.6,878.45
SHIROL,7.6,0.45,0.92,96.1,504,6.8,13.5,13.6,2.7,11.3,656.97
SHIRATI,7.72,0.25,0.96,76.7,706,15.2,6.4,9.8,1.4,5.5,829.93
SHIROL,7.29,0.45,0.72,47.7,459,16,3.1,5.6,1.5,3.6,544.96
SHIRATI,7.35,0.28,0.6,72.82,493,15.2,3.3,5.3,1.2,3.2,602.25
SHIRATI,7.3,0.32,0.98,47.7,515,15.2,3.2,5.1,1.6,3.6,600
SHIRATI,7.35,0.5,0.57,74.87,504,16.4,5.3,7.1,1.3,4.2,621.59
SHIRATI,7.48,0.29,0.69,38.12,493,16,3,5.1,1.4,3.6,568.68
SHIROL,7.5,0.32,0.72,44.51,530,14.8,2.1,6,0.1,3,609.05
SHIRATI,7.52,0.22,0.81,47.7,650,16,2.1,7.6,0.2,3,735.15
SHIRATI,7.45,0.25,0.48,70.99,627,8.8,6.3,7.3,0.9,5.2,734.67
SHIRATI,7.59,0.24,0.57,96.1,515,16,2.9,4.8,1.2,3.5,647.9
SHIRATI,7.63,0.23,0.6,32.87,571,16.4,3.3,6.1,1.4,3.5,643.03
SHIRATI,7.5,0.48,0.63,44.51,616,16,2.5,7.4,0.2,3,698.22
SHIRATI,7.52,0.34,0.69,47.7,694,16,2.6,6.2,0.1,2.9,778.05
SHIRATI,7.5,0.26,0.5,42,504,16,2.7,5.7,1.3,3,582.96
SHIRATI,7.59,0.42,0.57,38.12,470,16.4,5.2,5.3,1.3,3.6,548.5
SHIRATI,7.55,0.39,0.69,39.26,493,16.4,4.6,4.4,1.1,2.9,570.29
SHIRATI,7.58,0.35,0.6,47.7,582,8,4.7,4.9,0.2,5.1,661.13
SHIRATI,7.6,0.42,0.72,70.99,526,8.4,6.5,5.2,0.3,6.2,632.33
SHIRATI,7.64,0.18,0.63,67.11,515,16,3.4,5.3,1.2,3.1,619.56
SHIRGUPPI,7.55,0.65,0.84,44.51,549,16,4.4,5.7,0.7,4,633.35
SHIRGUPPI,7.5,0.28,0.72,24.65,666,8,4.9,9.4,0.4,4,725.85
SHIRGUPPI,7.59,0.62,0.63,28.76,571,11.6,3.9,5.7,0.3,4.1,634.2
SHIRGUPPI,7.7,0.3,0.78,32.82,470,4.8,4.7,6.3,0.3,4.4,532.1
SHIRGUPPI,7.6,0.54,0.72,34.24,302,6,5.4,8.3,0.4,4.1,369.3
SHIRGUPPI,7.62,0.48,0.69,42,414,6.4,5.3,10.2,0.3,4.6,491.59
SHIRGUPPI,7.59,0.42,0.54,84.46,358,6,6.3,10.4,0.2,4.6,478.51
SHIRGUPPI,7.62,0.36,0.6,34.24,711,8,5.9,7.5,0.3,3.8,779.32
SHIRGUPPI,7.52,0.72,0.72,93.81,806,7.2,2.9,9.3,3.3,11.9,943.37
SHIRGUPPI,7.7,0.34,0.78,39.26,370,6.4,3.2,4,1.7,7.3,440.68
SHIRGUPPI,7.59,0.39,0.69,44.51,319,6.4,7.4,8.8,1.7,9.7,406.18
SHIRGUPPI,7.65,0.8,0.81,44.51,459,14,5,4.6,0.1,4.6,541.07
SHIRGUPPI,7.48,1.7,1.02,47.7,515,13.2,4.1,6.2,0.1,4.6,601.1
SHIRGUPPI,7.7,0.48,0.92,63.23,437,14.8,6.7,6.9,0.5,5.1,543.33
SHIRGUPPI,7.85,0.6,0.84,70.99,470,14.8,2.1,6,0.1,3,576.28
SHIRGUPPI,7.84,0.32,0.92,34.24,627,14.8,4.3,5.8,0.2,3,698.42
SHIRGUPPI,7.7,0.4,0.69,35.61,498,13.6,6.5,6.3,0.5,4,573.3
SHIRGUPPI,7.72,0.6,0.78,42,470,12.4,7,6,0.4,4.1,551
SHIRGUPPI,7.58,0.65,0.87,96.1,515,14.4,3.1,4.6,0.4,2.6,645.3
SHIRGUPPI,7.56,0.85,0.81,44.51,571,13.6,5,4.5,0.1,4,651.93
SHIRGUPPI,7.68,0.89,0.72,84.46,504,14,4.9,4.6,0.1,4.2,625.55
SHIRGUPPI,7.7,1.1,0.69,67.11,526,14.4,5.1,5.8,0.2,4.5,632.6
SHIRGUPPI,7.65,0.8,0.81,105.46,650,14.8,2.7,5.3,0.7,4.7,792.92
SHIRGUPPI,7.62,0.48,0.78,98.38,627,14,2.2,4.3,0.7,4.6,760.06
SHIRGUPPI,7.75,0.32,0.92,117.1,666,14.8,2.4,4.4,2.5,3.1,819.29
SHIRGUPPI,7.62,0.59,0.87,74.87,370,10,5.6,4.7,0.5,4.3,479.05
SHIRGUPPI,7.68,0.88,0.92,98.38,1120,12.8,4.7,8.2,0.3,4,1257.86
SHIRGUPPI,7.45,0.78,0.78,44.51,1120,12,4.9,8.7,1.2,5.4,1205.72
SHIRGUPPI,7.5,0.66,0.9,43.14,711,11.6,3.9,10.6,1.9,7.4,798.6
SHIRGUPPI,7.7,0.55,0.45,47.7,762,12.8,6.4,6.1,0.8,6.6,851.1
SHIRGUPPI,7.69,0.48,0.9,28.76,717,11.6,6.7,6.3,0.8,6.1,786.33
SHIRGUPPI,7.5,0.59,0.96,19.63,347,5.6,7,8.8,0.9,7.1,405.08
SHIRGUPPI,7.6,0.49,0.75,24.65,504,12.8,7.2,9,1.3,7.4,575.19
SHIRGUPPI,7.55,0.4,0.72,55.47,582,5.2,6.7,9.6,2.3,8.2,678.14
SHIRGUPPI,7.65,0.72,0.96,20.34,498,12.4,7.4,7.6,0.4,5.1,560.57
SHIRGUPPI,7.55,0.69,0.93,18.17,437,9.6,4.3,7.1,1.2,5.5,492.04
SHIRGUPPI,7.58,0.48,1.11,110.02,773,11.6,6.3,6.3,0.9,4.4,921.69
SHIRGUPPI,7.5,0.72,1.08,82.63,997,11.2,5.4,9.7,0.9,4.8,1120.93
SHIRGUPPI,7.65,0.78,0.63,20.34,627,11.2,7.3,6.5,2.7,6,690.1
SHIRGUPPI,7.8,0.55,0.9,12.33,498,12,4,8.5,0.7,4.8,549.58
SHIRGUPPI,7.65,0.95,0.75,20.34,594,11.6,6.8,6.8,2.2,6.1,657.19
SHIRGUPPI,7.65,0.45,0.72,61.17,627,12.8,6.3,6.5,0.8,4.3,727.69
SHIROL,7.6,0.55,0.78,103.18,605,8,4.7,9.4,3,7.5,749.71
SHIROL,7.5,0.45,0.96,51.59,403,6,6.1,9.5,1,5.4,491.5
CHINCHWAD,7.48,0.28,0.75,47.7,470,10.8,6.1,10.6,1.2,6,560.91
CHINCHWAD,7.5,0.35,0.84,49.53,459,7.6,5.8,10.3,1.6,6,548.52
SHIROL,7.59,0.38,0.72,24.65,269,5.2,5.3,9.1,0.7,3.5,326.14
SHIROL,7.55,0.3,0.81,47.7,498,8,5.7,9.3,1.5,6,584.86
CHINCHWAD,7.58,0.78,0.84,42,381,10.4,3.4,9.2,1.4,6,462.6
SHIROL,7.52,0.85,0.93,39.26,358,8.4,5.3,9.5,1.2,6.6,437.56
SHIROL,7.4,0.39,1.08,47.7,459,8.4,6.5,11.1,2.2,7.1,550.87
