VILLAGE_NAME_ENGLISH,PH,EC,Organinc Carbon,PHOSPHOROUS,POTASH,CALCIUM_CARBONATE,FERROUS,MANAGESE,ZINK,COPPER,Total Rating Value
KURUNDWAD,6.75,0.18,0.5,23,330,1.6,53,68,0.5,4,487.53
KURUNDWAD,7.79,0.72,0.4,3,229,8,23,54,0.2,4,330.11
KURUNDWAD,7.64,0.35,0.5,9,188,12.4,17,33,0.1,2,269.99
SHIROL,7.59,0.39,0.4,17,165,4.4,21,34,0.3,2,252.08
KURUNDWAD,7.78,0.69,0.5,11,130,4.8,22,36,0.4,4,217.17
KURUNDWAD,7.59,0.55,0.4,10,477,10.4,23,34,0.4,3,566.34
SHIROL,7.7,0.78,0.6,7,400,14,19,43,0.1,3,495.18
SHIROL,7.68,0.52,0.6,1,325,13.6,28,39,0.1,3,418.5
ARJUNWAD,8.12,0.88,0.7,9,560,13.6,18,38,0.1,4,652.4
SHIRATI,7.79,0.49,0.6,9,454,17,85,54,0.6,7,635.48
SHIRATI,7.45,0.96,0.3,6,560,4.4,37,53,0.2,5,674.31
CHAND-SHIRADWAD,7.58,0.52,0.7,17,316,11.2,22,61,0.1,4,440.1
JANWAD,7.39,0.35,0.3,2,332,5.6,29,57,0.1,4,437.74
SHIROL,7.7,1.86,0.5,6,291,9.2,21,38,0.4,3,378.66
TAKALI,8.03,0.8,0.4,12,324,13.6,17,36,0.3,3,415.13
SHIROL,7.72,0.78,0.3,7,280,4,32,38,0.3,3,373.1
SHIROL,7.55,0.48,0.6,10,322,3.6,17,28,0.3,3,392.53
TAKALI,7.42,0.82,0.7,13,396,5.2,40,36,0.3,3,502.44
TAKALI,8.12,0.46,0.6,11,358,16.8,12,38,0.3,3,448.28
TAKALI,7.75,0.59,0.4,12,370,6.4,17.8,41.4,0.36,3.78,460.48
TAKALI,7.65,0.33,0.6,7,344,4.8,11,37,0.3,3,415.68
TAKALI,7.39,0.26,0.6,15,280,5.2,50,50,0.5,4,412.95
TAKALI,7.26,0.45,0.5,6,297,5.2,31,44,0.5,3,394.91
BORGAON,7.39,0.55,0.6,14,316,8,27,38,0.1,2,413.64
BORGAON,7.65,0.39,0.6,13,302,5.2,32,43,0.3,2,406.14
JAMBHALI,7.3,0.46,0.5,19,330,5.2,16,32,0.3,3,413.76
AKIWAT,7.78,0.39,0.7,7,386,7.2,12,35,0.1,2,458.17
AKIWAT,7.35,0.22,0.6,6,316,4.4,18,39,0.1,2,393.67
NANDANI,7.75,0.22,0.4,14,324,1.6,19,21,0.3,2,390.27
CHINCHWAD,7.9,0.48,0.9,21,516,16,16.4,36,2,2,618.68
SHIRGUPPI,7.74,2.36,1.05,7,560,14,22,21,0.4,3,638.55
SHIROL,7.32,0.29,0.4,12,426,3.6,44,17,0.4,1,512.01
ARJUNWAD,7.89,0.7,0.4,7,308,20,25,16,2,0.8,387.79
RAJAPUR,7.39,0.33,0.5,13.3,501,6.4,8.1,32.6,0.3,4.22,574.14
TAKALI,7.45,0.5,0.7,14.1,316,4.4,30.2,46,0.18,3.44,422.97
TAKALI,7.59,0.62,0.6,13.3,316,4.8,34.2,52.2,0.06,3.04,432.41
JAMBHALI,7.46,0.32,0.7,9.5,560,7.6,12.6,26.4,0.04,2.1,626.72
SADALGA,7.5,0.55,0.7,3.8,507,4.8,12.8,40.2,0.8,3.64,581.79
UDGAON,7.8,0.59,0.4,7,119,16.4,16.4,38.2,0.24,24.4,230.43
UDGAON,7.87,0.59,0.4,7,119,16.4,16.4,38.2,0.24,24.4,230.5
DATTANAGAR ,7.89,0.63,0.7,16,413,12.4,18.2,20.8,1.5,5.6,496.72
KURUNDWAD,7.22,0.42,0.6,13,400,5.6,14,4,0.04,2,446.88
SHIROL,7.86,0.61,1.15,2.15,224,13.6,16.3,38.2,0.1,32,335.97
SHIROL,7.69,0.59,0.7,11,413,8.4,17.8,30.4,0.4,12.8,502.78
SHIROL,6.79,2.41,0.6,4,316,5.2,8,13.2,8,2.8,367
SHIROL,6.89,1.89,0.7,3,280,5.2,8,14.2,22,1.4,343.28
SHIROL,6.79,2.41,0.6,4,316,5.2,8,13.2,8,2.8,367
SHIROL,6.79,2.41,0.6,4,316,5.2,8,13.2,8,2.8,367
SHIROL,6.89,1.89,0.7,3,280,5.2,8,14.2,22,1.4,343.28
BORGAON,7.84,0.43,1.15,14,818,11.6,20,69,16.6,16.4,975.02
BORGAON,7.94,0.9,0.9,7,515,14.8,2,35,3,6.6,593.14
BORGAON,7.44,0.4,1.25,12,437,2,8,50,0.5,9,527.59
SHIROL,7.64,0.51,0.8,7,336,10,4,26,0.5,9.6,402.05
KURUNDWAD,7.62,1.08,1.4,7,650,9.6,46,46,5.2,13,786.9
KURUNDWAD,7.47,0.49,0.5,21,430,14,30,40,7,9,559.46
KURUNDWAD,7.49,0.84,0.5,16,381,14,32,42,0.08,8,501.91
SHAHAPUR,7.62,0.61,0.5,9.5,270,6,4.7,2.4,0.67,0.6,302.6
SHIRDHON,7.75,0.86,0.5,9,952,4.4,12,18,0.8,6,1011.31
SHIRATI,7.76,0.47,0.6,8.96,280,7.6,3.6,8,3,7,326.99
SHIRATI,7.34,0.69,0.6,10,310,9.6,4,8,11,22,383.23
NANDANI,6.98,0.72,0.7,28,538,7,4,2.6,5,27,620
NANDANI,7.2,0.9,0.7,26,650,6,16,3.4,6,25,741.2
TERWAD,7.74,0.71,0.5,12,627,14.4,19,4.4,0.34,6.4,692.49
SHIRGUPPI,6.55,1.1,1.15,18,1098,10.8,5.4,8.4,13.2,46,1208.6
SHIROL,6.64,1.21,0.5,1,269,12.8,5,10.6,0.4,7.8,314.95
CHINCHWAD,7.61,0.26,0.7,2.3,504,3.6,9.4,6.2,1.4,0.9,536.37
CHINCHWAD,7.32,0.69,0.7,8.6,526,4,8,9,0.8,0.96,566.07
CHINCHWAD,7.62,0.25,0.5,18,1109,4.4,6,5,0.6,0.3,1151.67
CHINCHWAD,7.69,0.84,0.85,37,1120,5.2,10.2,8,0.5,0.9,1191.18
SHIROL,7.67,0.31,0.85,19,638,8,11,9,0.4,0.4,694.63
SHIROL,7.51,0.47,0.85,26,750,9.2,9,5,0.06,0.9,808.99
KURUNDWAD,7.04,0.86,1.15,16.5,291,2,6,7,0.12,1,332.67
KURUNDWAD,6.69,0.43,1,0.5,11,403,5.2,16,9,0.34,453.16
SHIROL,7.64,0.31,0.7,11.5,874,14.8,38,23,0.5,0.1,970.55
KURUNDWAD,6.69,0.43,1.05,18,403,5.2,18,9,0.34,0.8,462.51
SHIROL,7.69,0.64,0.8,18,473,7.2,25,50,2.6,12,596.93
SHIROL,7.7,0.83,0.8,13,770,6.8,38,51,1.8,13,902.93
SHIROL,7.67,0.65,0.8,19,330,6,6,48,1.8,14,433.92
SHIROL,7.64,0.91,1.05,19,496,6.4,50,48,2,13,644
SHIROL,7.81,1.02,0.8,17,336,9.6,46,54,1.9,12,486.13
SHIROL,7.59,0.9,0.8,23,512,6,43,54,2.8,16,666.09
SHIROL,7.67,0.62,0.8,17,504,7.2,42,46,1.5,11,637.79
SHIROL,7.9,1.04,0.8,16,590,8,34,47,2.3,14,721.04
SHIROL,7.78,0.78,0.8,16,370,7.2,38,50,1.3,13,504.86
SHIROL,7.62,0.76,0.7,23,358,7.2,47,56,2,12,514.28
SHIROL,7.92,1.32,0.7,11,728,7.6,40,54,1.8,14,866.34
SHIROL,7.32,0.24,0.7,19,526,6.4,7.4,14,0.04,9,590.1
SHIROL,7.12,0.8,0.5,28,582,9.6,8.2,15,0.12,12,663.34
SHIROL,7.13,1.49,0.9,28,1120,6.8,10.8,30,0.7,8,1213.82
SHIROL,7.02,0.34,0.7,18,381,6.4,9.6,23,0.2,11,457.26
SHIROL,7.42,0.46,0.8,16,414,8.4,8,16,0.3,10.6,481.98
SHIROL,7.22,0.37,0.5,26,422,6.8,8.4,22,0.4,12,505.69
SHIROL,7.14,0.37,0.5,23,694,6.4,8,13,0.5,11,763.91
SHIROL,7.42,0.42,0.6,21,493,9.6,8,16,0.5,7,563.54
SHIROL,7.46,0.42,0.4,23,571,7.6,8,19,0.9,8,645.78
SHIROL,7.33,0.37,0.5,14,302,6,3.2,1.6,1,8,344
SHIROL,7.2,0.37,0.4,15,470,4,4.8,16,1,13,531.77
SHIROL,7.12,1.51,0.6,21,224,6.8,3,16,0.5,10,290.53
SHIROL,7.04,2.67,0.5,6,195,1.6,6,20,0.5,9.2,248.51
SHIROL,7.12,1.94,0.2,4,179,6.8,5,19,0.4,10,233.46
SHIROL,7.06,2.18,0.3,4,195,7.6,6.2,17,0.4,8,247.74
SHIROL,7.04,2.12,0.4,4,168,6,5,16,0.4,2.4,211.36
SHIROL,7.97,2.24,0.2,6,224,2,5,19,0.5,2.6,269.51
SHIROL,7.97,3.04,0.2,7,310,6.8,1.8,22,0.7,9,368.51
SHIROL,7.2,3.44,0.3,8,195,5.6,2,20,0.5,8.8,250.84
SHIROL,7,2.86,0.2,6,179,5.6,2.4,18,0.6,8.4,230.06
SHIROL,7.47,2.84,0.2,10,1109,8.4,0.7,26,0.5,9.6,1174.71
SHIROL,7.02,2.72,0.2,4,195,6,2.8,14,0.6,9.6,241.94
SHIROL,7.31,1.27,0.3,7,246,1.2,2.8,10,0.36,11,287.24
SHIROL,7.32,1.1,0.3,6,212,7.2,2.6,9,0.2,8,253.72
SHIROL,7.18,1.64,0.2,3,224,5.6,2.54,10,0.2,6.6,260.96
SHIROL,7.29,1.81,0.3,2,280,6,3.8,10,1,7,319.2
SHIROL,7.26,1.34,0.1,7,224,3.6,3.6,8,0.1,5.4,260.4
SHIROL,7.34,0.4,0.2,6,195,5.6,4,8,0.2,9.2,235.94
SHIROL,7.33,1,0.2,7,190,6.8,0.6,7.5,0.04,8,228.47
SHIROL,7,2.68,0.6,6,179,3.6,2.4,7.8,0.3,9.2,218.58
SHIRATI,7.66,1.08,0.7,18,470,7.6,3,18,1.8,10.8,538.64
SHIROL,7.46,0.44,0.5,19,658,8.4,4,12,1.4,14,725.2
SHIROL,7.6,0.58,0.7,16,638,6.8,1.2,8,0.8,15,694.68
SHIRATI,7.49,0.34,0.8,19,493,5.6,1.6,6.9,0.5,14,549.23
SHIROL,7.67,0.34,0.8,21,418,6.8,1,6.2,0.6,12.4,474.81
SHIRATI,7.64,0.34,0.9,19,414,7.2,0.6,9,4,14,476.68
SHIROL,7.39,0.37,0.7,20,582,5.2,7,32,7,28,689.66
SHIROL,8.04,0.58,0.7,15,437,13.2,1.8,11.4,4,16,507.72
SHIROL,7.42,0.35,0.8,23,392,5.2,3.5,24.6,4.4,19.2,480.47
SHIRGUPPI,7.65,0.86,0.5,6,322,6,1,8,1,9,362.01
SHIRGUPPI,7.77,1.04,0.4,7,538,5.6,0.8,8,0.8,6,575.41
SHIRGUPPI,7.79,1.64,0.8,2,437,5.2,1.3,7,0.1,4,466.83
SHIRGUPPI,7.89,1.09,0.8,6,493,6.8,2,10,0.2,5,532.78
SHIRGUPPI,7.56,0.48,0.8,7,459,4.8,2.2,16,0.8,6,504.64
SHIRGUPPI,7.72,0.51,0.5,6,411,4.8,2,6,0.2,2.4,441.13
SHIRGUPPI,7.82,3,0.8,2,582,15.6,1,8,0.1,6,626.32
SHIRGUPPI,7.52,0.51,0.8,6,571,2.4,2,20,0.2,5,615.43
SHIRGUPPI,7.89,0.6,0.5,2,515,5.2,3.8,11,2,4.6,552.59
SHIRGUPPI,7.84,0.42,0.6,7,616,12,2.4,10,2,4,662.26
SHIRGUPPI,7.81,0.49,1.25,21,1120,17.6,2.2,14,5.2,52.6,1242.15
SHIRGUPPI,7.49,0.27,0.5,1,371,4.8,1,20.8,2,7,415.86
SHIRGUPPI,7.79,0.51,0.3,2,616,4.8,2,11.6,2,3.2,650.2
ARJUNWAD,7.64,0.56,0.9,16,538,8.8,3.5,10,2,4.6,592
ARJUNWAD,7.1,0.58,0.8,14,310,2.8,1.8,22,2.5,5.6,367.18
ARJUNWAD,7.39,0.99,0.9,7.5,414,10.4,0.7,12,2,7.6,463.48
ARJUNWAD,7.27,0.42,0.7,18,706,2,0.3,12,2,9,757.69
JAMBHALI,7.29,0.87,0.3,19,336,2,0.2,15,3,6,389.66
JAMBHALI,7.64,1.12,0.7,0.54,818,4,0.3,42,3,4,881.3
SHIRATI,6.67,0.74,0.8,9,358,4.8,6,13,4,0.3,403.31
CHINCHWAD,6.64,0.59,0.5,15,616,8,9,6,10,3,674.73
CHINCHWAD,6.79,1.56,0.5,3,246,10,8,2,8,3,288.85
CHINCHWAD,6.92,1.69,0.7,3,381,11.6,8,3,14,1,430.91
CHINCHWAD,6.67,0.62,0.8,9,322,13.2,8,3,10,3,376.29
SHIROL,6.81,0.42,0.7,2,358,7.2,7,6,17,3,408.13
SHIROL,6.74,0.57,0.7,2,515,9.2,8,6,20,0.6,568.81
SHIROL,6.89,0.82,0.6,2,392,7.2,8,4,16,0.4,437.91
SHIRGUPPI,6.51,0.38,0.9,0.5,504,10,3,13.6,0.9,3,542.79
SHIRGUPPI,6.13,0.51,0.7,0.5,336,3.2,3.4,29.6,1,2.9,383.94
SHIRGUPPI,6.59,0.47,1.05,0.5,440,10.8,3.8,18,1.2,2,484.41
SHIRGUPPI,6.65,0.57,0.8,1,470,12.8,3.6,32,1,0.9,529.32
SHIRGUPPI,6.02,0.51,0.5,5,200,2.4,4.4,21,1.8,0.9,242.53
SHAHAPUR,6.09,0.49,0.7,0.5,258,2.4,4,37.6,1.4,2.8,313.98
SHIRGUPPI,6.23,0.52,1.05,7.5,694,4,4,53,1.8,2.8,774.9
SHIRGUPPI,6.67,0.4,1.15,1,440,12.8,4.2,38,1.4,0.9,506.52
SHIRGUPPI,6.54,0.32,0.7,0.5,535,9.2,4.6,16.4,1.3,0.4,574.96
SHIROL,6.65,0.31,1.05,1,470,13.6,5,8,1.4,0.2,507.21
SHIROL,6.54,0.34,0.8,7.5,1120,7.6,6,12,1.6,4,1166.38
SHIROL,6.67,0.59,0.9,0.5,470,11.2,6,12.2,1.8,1.4,511.26
SHIROL,6.54,0.44,1.15,10,1120,7.2,6,10.8,1.8,3.6,1167.53
SHIROL,6.59,0.41,0.6,13,330,5.2,6.4,18,1.9,2.6,384.7
SHIROL,6.47,0.52,0.6,8,336,11.6,6,19,1.8,2.6,392.59
SHIROL,6.42,0.54,0.7,2,302,10,6.4,22,2.6,3.2,355.86
SHIROL,6.56,0.51,0.7,12,392,11.6,6,10,2.6,4.3,446.27
SHIROL,6.47,0.58,0.3,1,246,11.2,6.2,11,2.2,4.4,289.35
SHIROL,6.74,1.11,0.5,0.5,246,10,6.1,6.4,2,3.2,282.55
SHIROL,6.35,0.72,0.6,0.5,280,8,6.4,7.4,2.2,2.4,314.57
SHIROL,6.44,0.67,0.5,2,258,4.8,7.4,9.4,2.2,3.6,295.01
SHIROL,6.54,1.37,0.6,11,190,6.8,7.4,8.6,2.6,3,237.91
SHIROL,6.6,1.79,0.5,11,215,6,7.4,6.6,2.6,1.5,258.99
SHIROL,6.57,1.15,0.5,4,924,11.2,8,6.6,2.6,0.9,965.52
AKIWAT,6.49,0.84,0.6,2.5,291,10,8,15.2,2.6,1,338.23
SHIROL,6.09,0.56,0.7,11,482,6.4,8,24,3,4.4,546.15
SHIROL,5.24,0.65,0.5,2,280,4,7.2,29,3,11,342.59
SHIROL,5.34,0.57,0.5,9,269,3.6,6,22,2,10,328.01
SHIROL,5.27,0.78,0.4,26,555,2.8,8,31,2,12,643.25
SHIROL,5.49,0.52,0.5,23,414,3.2,10,15,2,11,484.71
SHIROL,5.31,0.62,0.8,26,493,4.4,18,46,2,10,606.13
SHIROL,5.15,0.57,0.8,26,582,2.8,13,47,1.8,10,689.12
SHIROL,5.46,0.64,0.8,26,414,4,20,42,1.5,11,525.4
SHIROL,5.59,0.8,0.6,12,291,4.8,24,14,1.4,8,362.19
SHIROL,5.64,1.3,0.6,21,392,4.8,18,20,3,8.8,475.14
SHIROL,5.67,1.02,0.6,11,310,3.6,18,31,3.5,11,395.39
SHIROL,5.63,0.92,0.7,21,818,3.6,16,24,2,11.5,903.35
NANDANI,5.96,0.82,1.15,28,659,11.2,5.4,15,2.4,11.6,740.53
NANDANI,5.95,0.65,0.9,28,370,3.2,12,24,1.6,11.4,457.7
SHIRGUPPI,6.65,0.31,1.05,1,470,13.6,5,8,1.4,0.2,507.21
NANDANI,6.04,0.7,0.3,9.5,246,9.2,10,18,0.5,9.6,309.84
NANDANI,5.93,1.3,0.7,30,616,7.6,14,25,1.5,6,708.03
NANDANI,5.9,1.76,0.6,17,627,8,10,22,1,9.4,702.66
NANDANI,5.98,0.65,0.6,26,694,6.4,14,24,3.5,18,793.13
DATTANAGAR ,5.89,3.14,0.8,7.5,235,7.2,12,18,1.2,8.8,299.53
NANDANI,5.98,1,0.6,14,582,7.6,10,18,1.4,9.6,650.18
NANDANI,6.02,0.54,0.4,12,418,7.6,12,14,1.8,9.6,481.96
NANDANI,6.12,1.37,0.6,20,1120,9.2,7.4,12,4.5,8,1189.19
NANDANI,5.51,1.39,1.5,33,370,8.8,9,56,4.8,9,499
NANDANI,5.51,0.4,0.7,6,717,4.8,26,55,3.4,15.4,834.21
NANDANI,6.02,0.51,0.9,21,616,14.8,41,25,2.2,11.6,739.03
NANDANI,5.59,0.67,0.8,21,440,4,38,33,2.4,13.4,558.86
NANDANI,6.04,0.77,0.6,14,627,8.4,15,11,3.8,10.4,697.01
KURUNDWAD,6.07,0.52,0.7,21,538,7.6,18,23,3.4,9,627.29
KURUNDWAD,6,1.24,0.7,19,381,6,23,23.5,2.2,11.6,474.24
KURUNDWAD,6.17,1.59,0.5,7.5,310,12.4,9,16,1.8,12,376.96
KURUNDWAD,6.11,0.58,0.7,7.5,291,5.6,13,17,2.4,11,354.89
KURUNDWAD,6.15,0.35,0.6,2.5,370,7.2,11,21,2.6,13,434.4
KURUNDWAD,6.77,0.34,0.9,30,370,7.2,30,103,0.18,10,558.39
SHIRDHON,7.03,0.47,0.8,13,370,10.8,39,96,0.4,12,549.5
TAKALI,7.34,0.89,0.8,2,493,5.2,18.6,21,1.2,21,571.03
TAKALI,7.49,0.37,0.9,2,440,12,18,15,0.4,17,513.16
TAKALI,7.27,0.84,0.8,7,795,8.4,23,20,0.2,0.12,862.63
SHAHAPUR,7.51,0.54,1.15,9,310,7.6,12,30,2.8,15,395.6
SHAHAPUR,7.6,0.36,0.7,5,370,6.4,6,28,2,8,434.06
SHAHAPUR,7.39,1.03,0.9,6,381,6.8,11,15,1.8,3,433.92
SHAHAPUR,7.14,0.48,1.15,21,310,5.2,15,14,2,7,382.97
SHAHAPUR,7.56,0.62,1.5,16,403,4,16,16,2,8,474.68
SHIRGUPPI,7.6,0.59,0.8,6,310,4,11,15,2,11,367.99
JAMBHALI,7.1,0.76,0.8,13,880,4,5.4,26,2.8,10,949.86
JAMBHALI,7.17,0.71,0.9,14,55,2.8,4,42,2.6,9,138.18
JAMBHALI,7.36,0.51,1.25,12,549,4,3.4,37,3.4,8,625.92
JAMBHALI,7.47,0.51,0.8,2,224,6.8,3.2,13,2.8,5,265.58
JAMBHALI,6.89,0.49,1.25,12,1120,2,4,54,4,15,1219.63
JAMBHALI,7.49,0.38,1.05,16,493,4.4,0.6,26,2.4,4,555.32
NANDANI,7.42,0.3,0.9,10,280,4,6,28,0.4,2.4,339.42
NANDANI,7.57,0.29,0.8,6,392,6,11,18,3,2.4,447.06
NANDANI,7.68,1.14,0.7,7.5,425,7.2,11,20,3,4.2,487.42
NANDANI,7.49,2.67,0.9,4,246,6,3,11,3,4.8,288.86
NANDANI,7.9,0.42,0.4,4,403,8,2,18,3.2,3.4,450.32
NANDANI,7.66,0.9,0.9,6,851,7.6,7,19,3.2,5,908.26
NANDANI,7.69,0.22,0.4,13,358,7.2,11,23,3.6,2,426.11
NANDANI,7.37,0.42,0.4,15,291,6.4,35,36,2.4,3.6,397.59
SHIRGUPPI,7.59,0.84,0.3,7,381,10,14,30,3,0.7,454.43
AKIWAT,7.32,0.43,0.6,9,291,7.2,17,30,6,0.8,369.35
AKIWAT,7.52,0.36,0.5,9,330,5.6,22,48,3,2,427.98
AKIWAT,7.48,0.39,0.5,11,515,10.8,8,28,2.4,1.2,584.77
AKIWAT,7.45,0.4,0.8,9,650,11.2,9,29,2,0.9,719.75
AKIWAT,7.02,0.42,0.5,16,330,8,10,31,3,1.5,407.44
AKIWAT,7.06,0.31,0.6,18,302,7.2,22,51,4,2.6,414.77
AKIWAT,7.37,0.33,0.5,11,330,8,21,50,2.6,2,432.8
SHIRDHON,7.67,2.92,0.8,11,437,12.4,10,25,2,0.6,509.39
KURUNDWAD,7.66,1.79,0.7,4,330,13.2,8,31,2,1.2,399.55
TERWAD,7.61,2.79,1.05,14,515,15.2,10,24,2.8,1,593.45
NANDANI,8.02,0.71,0.7,11,526,14,4,36,1.6,1.4,603.43
SHIRDHON,7.91,0.31,0.4,3,347,12.8,8,31,3,1.5,414.92
SHIRDHON,7.3,0.6,0.7,21,330,6,9,29,3.5,1.5,408.6
NANDANI,7.9,0.6,0.4,5,347,14.4,17,47,3.4,0.8,443.5
NANDANI,7.54,0.8,0.5,12,381,12.8,8,25,2.6,2,452.24
SHIRDHON,7.27,1.06,0.6,26,437,5.6,5,23,2.6,1.5,509.63
SHIRDHON,7.89,0.59,0.5,13,504,6.8,11,26,2.6,1.3,573.68
SHIRDHON,7.84,0.57,0.7,13,440,7.6,3,21,2.8,1.2,497.71
SHIRDHON,7.35,0.78,0.5,15,246,6.8,3,21,2.8,1.4,304.63
NANDANI,7.81,0.32,0.8,16,493,12,9,128,2.8,1,670.73
NANDANI,7.71,0.41,0.6,18,811,12,8,22,3.2,1.4,884.32
SHIRDHON,7.85,0.47,0.4,14,470,6.4,6,22,3,1.9,532.02
SHIRDHON,7.4,0.9,0.6,21,336,5.6,4,23,2.9,1.4,402.8
NANDANI,7.72,0.4,0.6,11,414,11.6,14,30,2.8,0.9,493.02
SHIRDHON,7.47,4.37,0.5,6,370,6,11,24,3.3,1.3,433.94
SHIRDHON,7.9,0.48,0.4,13,437,6.8,10,31,3.3,1.3,511.18
SHIRDHON,7.87,0.96,0.5,11,470,8,4,25,3.1,1.5,531.93
SHIRDHON,7.6,1.04,1.15,13,459,8,13,20,1.1,0.9,524.79
SHIRDHON,7.76,0.35,0.5,10,422,11.6,11,29,3.3,1.3,496.81
SHIRDHON,6.89,4.69,0.7,26,986,4.8,18,38,2.4,0.3,1087.78
ARJUNWAD,7.7,0.3,0.3,19,381,2.8,14,41,3.4,1.2,470.7
SHIRDHON,7.29,1.11,0.7,19,280,5.2,8,24,3.2,1.2,349.7
ARJUNWAD,7.7,0.4,0.3,16,549,5.2,8,26,3,0.4,616
BORGAON,7.4,0.2,0.2,9,112,2.4,12,22,3.7,1.4,170.3
KURUNDWAD,7.7,0.2,0.3,8,134,4,10,25,3.8,1.7,194.7
KURUNDWAD,7.7,0.3,0.2,6,157,4,7.8,20,3.1,1.4,207.5
BORGAON,7,0.3,0.5,10,157,8.8,11,31,1,3.8,230.4
SHIRGUPPI,7.4,0.2,0.4,9,157,7.6,9,28,1,2,221.6
BORGAON,7.5,0.2,0.2,7,280,4,8,2,1,3,312.9
BORGAON,7.2,0.2,0.2,7,134,6,10,36,1,1.5,203.1
BORGAON,7.4,0.2,0.2,7,90,4.8,9,22,1,1.8,143.4
BORGAON,7.5,0.3,0.2,8,246,6,9,27,1,1.4,306.4
BORGAON,7.6,0.2,0.2,8,157,6,9,29,1.5,0.4,218.9
BORGAON,7.5,0.2,0.1,10,157,4.8,9,24,1.3,0.4,214.3
BORGAON,7.6,0.3,0.2,9,134,6.8,9,25,1.3,0.3,193.5
BORGAON,7.5,0.3,0.2,8,146,9.2,9,26,1.5,0.3,208
UDGAON,7.7,1.2,0.3,11,437,9.6,8,27,1.5,0.4,503.7
UDGAON,7.7,1.2,0.4,14,459,8.8,8,24,0.1,0.3,523.5
UDGAON,7.8,0.4,0.2,11,280,8.8,6,24,0.4,0.1,338.7
UDGAON,7.7,1.1,0.2,15,493,8.8,6,20,1,0.02,552.82
SHIROL,7.3,0.4,0.6,21,538,6,10,39,1.4,1.2,624.9
SHIRDHON,6.7,0.5,0.6,24,515,9.2,25,30,2,0.5,613.5
SHIRDHON,7.4,0.9,0.3,17,504,8,37,68,0.8,3,646.4
SHIRDHON,6.7,0.5,0.7,27,482,12,31,40,0.6,11,611.5
SHIRDHON,7.42,1.09,0.6,30,526,5.2,36,43,4,13,666.31
SHIRDHON,7.56,0.91,0.8,33,493,3.2,39,41,5.2,17,640.67
SHIRDHON,7.17,1.56,0.4,30,302,3.6,32,37,2.4,13,429.13
SHIRDHON,7.81,0.64,0.8,18,414,4.4,37,40,3.6,15,541.25
KURUNDWAD,7.59,1.13,0.5,18,330,4,26,34,3,15,439.22
AKIWAT,7.46,0.56,0.2,24,358,4.4,29,36,3,15,477.62
TERWAD,7.24,0.51,0.4,18,246,2.4,26,35,2,14,351.55
TERWAD,7.84,0.5,0.5,23,493,14.4,17,23,2,12,593.24
KURUNDWAD,7.27,0.5,0.4,21,336,2.4,32,36,2.6,14,452.17
KURUNDWAD,7.35,0.47,0.6,28,392,2.8,35,38,1.8,13,519.02
DATTANAGAR ,7.29,0.19,0.2,19,358,3.2,17,11,0.8,15,431.68
SHIROL,7.9,0.5,0.9,17,347,7.6,25,37,2.5,7,452.4
KURUNDWAD,7.1,0.5,0.5,6,112,7.2,28,38,2.6,12.6,214.5
SHIROL,6.8,0.3,0.6,10,242,7.6,35,56,2.6,12,372.9
KURUNDWAD,7.2,0.5,0.7,9,249,5.2,22,22,3,14,332.6
KURUNDWAD,7.6,1.3,0.5,7.5,280,12,27,41,2.6,12,391.5
SHIROL,7.5,0.8,0.7,15,310,2.8,33,49,4,13,435.8
KURUNDWAD,7.2,0.6,0.9,11,941,12.4,16,40,4,11,1044.1
KURUNDWAD,7.4,0.6,0.6,28,370,2,48,57,4,15,532.6
KURUNDWAD,7.2,1.4,0.6,7,168,3.2,29,45,3,10,274.4
KURUNDWAD,7.4,0.6,0.5,7,179,5.2,29,47,2,8,285.7
KURUNDWAD,7.4,0.6,0.6,3.5,224,3.2,27,31,1,6,304.3
KURUNDWAD,7.3,0.7,0.6,0.5,336,3.2,31,45,2,8,434.3
KURUNDWAD,7.3,0.6,0.4,17,440,3.6,29,40,4,9,550.9
KURUNDWAD,7.1,1.1,0.7,7,200,5.2,29,39,3,8,300.1
KURUNDWAD,7,0.4,0.7,0.5,310,4.8,38,53,4,10,428.4
KURUNDWAD,7.4,0.6,0.5,9,358,3.2,40,53,2.6,10,484.3
KURUNDWAD,6.9,0.5,0.5,4,224,10,33,28,3,9,318.9
KURUNDWAD,7.4,0.4,0.4,16,280,3.6,47,52,4,12,422.8
KURUNDWAD,7.3,0.6,0.7,17,504,4,45,47,3,9,637.6
SHIROL,7.7,0.5,0.6,3.5,392,4,25,37,3,6,479.3
SHIROL,7.2,0.4,0.4,8,280,4.8,26,40,2,6,374.8
KURUNDWAD,7.2,0.5,0.4,1,235,9.2,36,50,3,9,351.3
SHIROL,7.2,0.4,0.7,7.5,200,4.8,34,43,3,7,307.6
KURUNDWAD,7.3,1.3,0.6,14,549,8,29,32,5,3,649.2
SHIROL,7.3,0.6,0.7,4,280,9.2,24,42,2,2,371.8
KURUNDWAD,7.2,0.5,0.6,0.5,269,14,24,31,1,6,353.8
KURUNDWAD,7.3,0.9,0.6,2,258,7.2,23,33,2,4,338
KURUNDWAD,7.7,0.5,0.7,12,246,6.4,31,30,4,5,343.3
SHIROL,7.5,0.6,0.7,7.5,381,8.8,26,36,7,4,479.1
SHIRATI,7.5,0.3,0.6,6,235,8,29,25,2.6,5,319
